insuranceId:ID(InsurancePlan),source_db,plan_number,plan_name,plan_type,carrier_name,:LABEL
RADN:104671,RADN,104671,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
NRA:104679,NRA,104679,CIGNA EPO,EPO,CIGNA,InsurancePlan
RADC:104680,RADC,104680,UNITED HDHP,HDHP,UNITED,InsurancePlan
ACRB:104689,ACRB,104689,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
WRAD:104697,WRAD,104697,UNITED PPO,PPO,UNITED,InsurancePlan
RADZ:104701,RADZ,104701,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
SMED:104702,SMED,104702,HUMANA PPO,PPO,HUMANA,InsurancePlan
RADC:104703,RADC,104703,UNITED TPA,TPA,UNITED,InsurancePlan
RADS:104704,RADS,104704,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
GRH:104711,GRH,104711,CIGNA POS,POS,CIGNA,InsurancePlan
TRI:104719,TRI,104719,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
NRAA:104725,NRAA,104725,HUMANA TPA,TPA,HUMANA,InsurancePlan
RADK:104730,RADK,104730,BCBS HMO,HMO,BCBS,InsurancePlan
RADS2:104736,RADS2,104736,UNITED HMO,HMO,UNITED,InsurancePlan
RADG:104739,RADG,104739,UNITED POS,POS,UNITED,InsurancePlan
SAPA:104743,SAPA,104743,MEDICAID POS,POS,MEDICAID,InsurancePlan
RADA:104750,RADA,104750,AMBETTER TPA,TPA,AMBETTER,InsurancePlan
RADO:104754,RADO,104754,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
ACR:104760,ACR,104760,CIGNA HMO,HMO,CIGNA,InsurancePlan
RADI2:104761,RADI2,104761,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADE:104768,RADE,104768,BCBS HMO,HMO,BCBS,InsurancePlan
PMR:104770,PMR,104770,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
RADS2:104779,RADS2,104779,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADK:104780,RADK,104780,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
SAPA:104787,SAPA,104787,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
ESR:104793,ESR,104793,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
RADE:104799,RADE,104799,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
NRA:104808,NRA,104808,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
ACRB:104811,ACRB,104811,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADQ:104820,RADQ,104820,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADU:104825,RADU,104825,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
NRA:104829,NRA,104829,AETNA TPA,TPA,AETNA,InsurancePlan
IAI:104835,IAI,104835,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
WRAD:104837,WRAD,104837,MAGELLAN HDHP,HDHP,MAGELLAN,InsurancePlan
SMED:104845,SMED,104845,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
TRI:104849,TRI,104849,CIGNA HMO,HMO,CIGNA,InsurancePlan
GRH:104857,GRH,104857,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
IAI:104859,IAI,104859,BCBS HMO,HMO,BCBS,InsurancePlan
RADQ:104867,RADQ,104867,AETNA COMM,COMM,AETNA,InsurancePlan
RADX:104870,RADX,104870,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADZ:104873,RADZ,104873,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADG:104879,RADG,104879,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADB:104883,RADB,104883,UNITED HMO,HMO,UNITED,InsurancePlan
NRAA:104887,NRAA,104887,UNITED PPO,PPO,UNITED,InsurancePlan
PMR:104896,PMR,104896,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
RADT:104903,RADT,104903,AETNA HMO,HMO,AETNA,InsurancePlan
RADF:104911,RADF,104911,CIGNA COMM,COMM,CIGNA,InsurancePlan
RADJ:104919,RADJ,104919,AMBETTER HDHP,HDHP,AMBETTER,InsurancePlan
RADI:104927,RADI,104927,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADS:104933,RADS,104933,HUMANA TPA,TPA,HUMANA,InsurancePlan
TRI:104938,TRI,104938,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
IAI:104940,IAI,104940,BCBS HMO,HMO,BCBS,InsurancePlan
RADR:104948,RADR,104948,AETNA POS,POS,AETNA,InsurancePlan
RADZ:104954,RADZ,104954,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADA:104962,RADA,104962,MEDICARE POS,POS,MEDICARE,InsurancePlan
ESR:104965,ESR,104965,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
RADJ:104968,RADJ,104968,MEDICAID POS,POS,MEDICAID,InsurancePlan
RADG:104977,RADG,104977,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADD:104980,RADD,104980,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
ESR:104987,ESR,104987,TRICARE INDEMNITY,INDEMNITY,TRICARE,InsurancePlan
PXP:104996,PXP,104996,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
RADH:104999,RADH,104999,MEDICAID MCRASSIGN,MCRASSIGN,MEDICAID,InsurancePlan
RADL:105001,RADL,105001,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADB:105006,RADB,105006,BCBS EPO,EPO,BCBS,InsurancePlan
NRA:105010,NRA,105010,MOLINA HMO,HMO,MOLINA,InsurancePlan
ACRB:105013,ACRB,105013,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADI2:105017,RADI2,105017,HUMANA PPO,PPO,HUMANA,InsurancePlan
RADH:105024,RADH,105024,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADQ:105025,RADQ,105025,HUMANA TPA,TPA,HUMANA,InsurancePlan
RADP:105026,RADP,105026,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADY:105035,RADY,105035,UNITED PPO,PPO,UNITED,InsurancePlan
RADT:105041,RADT,105041,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
RADI2:105049,RADI2,105049,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
RADN:105056,RADN,105056,HUMANA POS,POS,HUMANA,InsurancePlan
RADT:105063,RADT,105063,AETNA POS,POS,AETNA,InsurancePlan
RADI:105069,RADI,105069,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
ACR:105072,ACR,105072,HUMANA HMO,HMO,HUMANA,InsurancePlan
GRH:105076,GRH,105076,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
GSIA:105080,GSIA,105080,HUMANA MCDASSIGN,MCDASSIGN,HUMANA,InsurancePlan
RADG:105084,RADG,105084,HUMANA COMM,COMM,HUMANA,InsurancePlan
RADA:105087,RADA,105087,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADM:105093,RADM,105093,MEDICAID MCRASSIGN,MCRASSIGN,MEDICAID,InsurancePlan
PXP:105102,PXP,105102,BCBS POS,POS,BCBS,InsurancePlan
ACR:105111,ACR,105111,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADN:105118,RADN,105118,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
SAPA:105126,SAPA,105126,OSCAR INDEMNITY,INDEMNITY,OSCAR,InsurancePlan
RADT:105127,RADT,105127,BCBS EPO,EPO,BCBS,InsurancePlan
RADU:105134,RADU,105134,HUMANA EPO,EPO,HUMANA,InsurancePlan
RADD:105136,RADD,105136,AETNA COMM,COMM,AETNA,InsurancePlan
RADC:105137,RADC,105137,BCBS COMM,COMM,BCBS,InsurancePlan
NRA:105138,NRA,105138,MOLINA PPO,PPO,MOLINA,InsurancePlan
RADL:105143,RADL,105143,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
RADJ:105151,RADJ,105151,CIGNA POS,POS,CIGNA,InsurancePlan
RADZ:105159,RADZ,105159,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADQ:105160,RADQ,105160,HUMANA HMO,HMO,HUMANA,InsurancePlan
SAPA:105165,SAPA,105165,UNITED POS,POS,UNITED,InsurancePlan
RADM:105173,RADM,105173,AETNA PPO,PPO,AETNA,InsurancePlan
RADC:105174,RADC,105174,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADT:105183,RADT,105183,AETNA EPO,EPO,AETNA,InsurancePlan
RADJ:105190,RADJ,105190,OSCAR PPO,PPO,OSCAR,InsurancePlan
SMED:105195,SMED,105195,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
PMR:105196,PMR,105196,COVENTRY MCRASSIGN,MCRASSIGN,COVENTRY,InsurancePlan
RADU:105201,RADU,105201,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADD:105206,RADD,105206,UNITED HMO,HMO,UNITED,InsurancePlan
RADD:105209,RADD,105209,BCBS TPA,TPA,BCBS,InsurancePlan
RADU:105215,RADU,105215,AETNA POS,POS,AETNA,InsurancePlan
GRH:105221,GRH,105221,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADA:105223,RADA,105223,HUMANA HMO,HMO,HUMANA,InsurancePlan
MRB:105225,MRB,105225,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
IAI:105233,IAI,105233,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
CIRPA:105234,CIRPA,105234,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
MRB:105237,MRB,105237,OSCAR HDHP,HDHP,OSCAR,InsurancePlan
SMED:105239,SMED,105239,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADY:105244,RADY,105244,BRIGHT HEALTH PPO,PPO,BRIGHT HEALTH,InsurancePlan
IAI:105247,IAI,105247,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
PMR:105251,PMR,105251,CIGNA HMO,HMO,CIGNA,InsurancePlan
RADO:105254,RADO,105254,BCBS HDHP,HDHP,BCBS,InsurancePlan
RASFA:105260,RASFA,105260,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
SAPA:105268,SAPA,105268,BCBS HMO,HMO,BCBS,InsurancePlan
SMED:105269,SMED,105269,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
RADI2:105277,RADI2,105277,WELLCARE EPO,EPO,WELLCARE,InsurancePlan
SAPA:105281,SAPA,105281,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
IAI:105289,IAI,105289,CIGNA EPO,EPO,CIGNA,InsurancePlan
GRH:105294,GRH,105294,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
GRH:105302,GRH,105302,MAGELLAN EPO,EPO,MAGELLAN,InsurancePlan
ACR:105304,ACR,105304,MEDICAID HDHP,HDHP,MEDICAID,InsurancePlan
RADN:105307,RADN,105307,MEDICAID POS,POS,MEDICAID,InsurancePlan
RADS2:105309,RADS2,105309,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
RADJ:105311,RADJ,105311,BCBS HMO,HMO,BCBS,InsurancePlan
RADU:105313,RADU,105313,UNITED EPO,EPO,UNITED,InsurancePlan
RADC:105320,RADC,105320,COMMERCIAL MCDASSIGN,MCDASSIGN,COMMERCIAL,InsurancePlan
RADR:105327,RADR,105327,BCBS TPA,TPA,BCBS,InsurancePlan
RADY:105333,RADY,105333,CIGNA COMM,COMM,CIGNA,InsurancePlan
RADL:105336,RADL,105336,CIGNA COMM,COMM,CIGNA,InsurancePlan
NRA:105344,NRA,105344,HUMANA POS,POS,HUMANA,InsurancePlan
RADM:105345,RADM,105345,AETNA PPO,PPO,AETNA,InsurancePlan
RADF:105354,RADF,105354,HUMANA HMO,HMO,HUMANA,InsurancePlan
RADS:105358,RADS,105358,AMBETTER HMO,HMO,AMBETTER,InsurancePlan
RADC:105364,RADC,105364,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
RADL:105369,RADL,105369,TRICARE POS,POS,TRICARE,InsurancePlan
SMED:105375,SMED,105375,MEDICARE POS,POS,MEDICARE,InsurancePlan
ACR:105378,ACR,105378,CIGNA TPA,TPA,CIGNA,InsurancePlan
SAPA:105384,SAPA,105384,AMBETTER MCRASSIGN,MCRASSIGN,AMBETTER,InsurancePlan
IAI:105392,IAI,105392,MAGELLAN PPO,PPO,MAGELLAN,InsurancePlan
RASFA:105400,RASFA,105400,UNITED POS,POS,UNITED,InsurancePlan
RADS:105408,RADS,105408,UNITED EPO,EPO,UNITED,InsurancePlan
RADG:105412,RADG,105412,BCBS HDHP,HDHP,BCBS,InsurancePlan
PMR:105416,PMR,105416,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
CRC:105422,CRC,105422,BCBS PPO,PPO,BCBS,InsurancePlan
RADM:105429,RADM,105429,UNITED HMO,HMO,UNITED,InsurancePlan
RADI2:105433,RADI2,105433,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
RADL:105434,RADL,105434,MEDICARE POS,POS,MEDICARE,InsurancePlan
TRI:105436,TRI,105436,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
RASFA:105443,RASFA,105443,HUMANA TPA,TPA,HUMANA,InsurancePlan
RADJ:105444,RADJ,105444,MAGELLAN POS,POS,MAGELLAN,InsurancePlan
RADR:105450,RADR,105450,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADO:105454,RADO,105454,AMBETTER MCDASSIGN,MCDASSIGN,AMBETTER,InsurancePlan
CRC:105456,CRC,105456,HUMANA HMO,HMO,HUMANA,InsurancePlan
RADS:105460,RADS,105460,HUMANA MCDASSIGN,MCDASSIGN,HUMANA,InsurancePlan
SAPA:105468,SAPA,105468,UNITED HDHP,HDHP,UNITED,InsurancePlan
RADI2:105472,RADI2,105472,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADX:105477,RADX,105477,UNITED COMM,COMM,UNITED,InsurancePlan
RADA:105480,RADA,105480,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADN:105486,RADN,105486,AETNA EPO,EPO,AETNA,InsurancePlan
CRC:105490,CRC,105490,BRIGHT HEALTH HDHP,HDHP,BRIGHT HEALTH,InsurancePlan
RADC:105499,RADC,105499,BCBS EPO,EPO,BCBS,InsurancePlan
RADS:105507,RADS,105507,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
GRH:105511,GRH,105511,UNITED COMM,COMM,UNITED,InsurancePlan
NRA:105520,NRA,105520,CIGNA EPO,EPO,CIGNA,InsurancePlan
RADB:105522,RADB,105522,UNITED TPA,TPA,UNITED,InsurancePlan
NRA:105527,NRA,105527,HUMANA COMM,COMM,HUMANA,InsurancePlan
WRAD:105532,WRAD,105532,AMBETTER INDEMNITY,INDEMNITY,AMBETTER,InsurancePlan
CRC:105538,CRC,105538,TRICARE PPO,PPO,TRICARE,InsurancePlan
RADL:105545,RADL,105545,CIGNA TPA,TPA,CIGNA,InsurancePlan
PXP:105549,PXP,105549,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADP:105558,RADP,105558,UNITED TPA,TPA,UNITED,InsurancePlan
RADA:105564,RADA,105564,AETNA POS,POS,AETNA,InsurancePlan
PXP:105566,PXP,105566,UNITED TPA,TPA,UNITED,InsurancePlan
RADL:105575,RADL,105575,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
RADA:105581,RADA,105581,AETNA POS,POS,AETNA,InsurancePlan
RADH:105590,RADH,105590,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
CIRPA:105593,CIRPA,105593,BCBS HMO,HMO,BCBS,InsurancePlan
CIRPA:105597,CIRPA,105597,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
RADZ:105599,RADZ,105599,AETNA TPA,TPA,AETNA,InsurancePlan
PMR:105606,PMR,105606,CIGNA POS,POS,CIGNA,InsurancePlan
RADL:105608,RADL,105608,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
IAI:105609,IAI,105609,BCBS TPA,TPA,BCBS,InsurancePlan
RADK:105613,RADK,105613,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
SMED:105622,SMED,105622,HUMANA POS,POS,HUMANA,InsurancePlan
SMED:105627,SMED,105627,HUMANA POS,POS,HUMANA,InsurancePlan
ACR:105628,ACR,105628,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
PMR:105636,PMR,105636,COVENTRY MCDASSIGN,MCDASSIGN,COVENTRY,InsurancePlan
RADP:105638,RADP,105638,BCBS POS,POS,BCBS,InsurancePlan
RADT:105646,RADT,105646,UNITED TPA,TPA,UNITED,InsurancePlan
RADZ:105651,RADZ,105651,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
RADG:105657,RADG,105657,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADS:105660,RADS,105660,MOLINA POS,POS,MOLINA,InsurancePlan
PXP:105667,PXP,105667,TRICARE COMM,COMM,TRICARE,InsurancePlan
RADN:105672,RADN,105672,UNITED PPO,PPO,UNITED,InsurancePlan
RADK:105673,RADK,105673,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
TRI:105682,TRI,105682,HUMANA EPO,EPO,HUMANA,InsurancePlan
RADG:105691,RADG,105691,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
RADR:105697,RADR,105697,AETNA POS,POS,AETNA,InsurancePlan
RADO:105700,RADO,105700,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
WRAD:105701,WRAD,105701,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADX:105707,RADX,105707,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
ESR:105708,ESR,105708,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
NRAA:105710,NRAA,105710,MOLINA HDHP,HDHP,MOLINA,InsurancePlan
RADM:105714,RADM,105714,AETNA EPO,EPO,AETNA,InsurancePlan
RADP:105720,RADP,105720,CIGNA HMO,HMO,CIGNA,InsurancePlan
NRA:105722,NRA,105722,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
RADA:105724,RADA,105724,COVENTRY TPA,TPA,COVENTRY,InsurancePlan
RADH:105730,RADH,105730,AETNA TPA,TPA,AETNA,InsurancePlan
WRAD:105739,WRAD,105739,UNITED TPA,TPA,UNITED,InsurancePlan
RADG:105746,RADG,105746,COMMERCIAL HDHP,HDHP,COMMERCIAL,InsurancePlan
TRI:105751,TRI,105751,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
ESR:105752,ESR,105752,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
GSIA:105754,GSIA,105754,CIGNA EPO,EPO,CIGNA,InsurancePlan
ACR:105760,ACR,105760,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
TRI:105766,TRI,105766,BCBS EPO,EPO,BCBS,InsurancePlan
RADP:105774,RADP,105774,BRIGHT HEALTH COMM,COMM,BRIGHT HEALTH,InsurancePlan
RADG:105779,RADG,105779,AETNA EPO,EPO,AETNA,InsurancePlan
PMR:105786,PMR,105786,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADM:105795,RADM,105795,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
RADT:105797,RADT,105797,UNITED HMO,HMO,UNITED,InsurancePlan
RADE:105800,RADE,105800,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADP:105801,RADP,105801,CIGNA PPO,PPO,CIGNA,InsurancePlan
RADB:105807,RADB,105807,MOLINA EPO,EPO,MOLINA,InsurancePlan
RADF:105809,RADF,105809,UNITED COMM,COMM,UNITED,InsurancePlan
RADG:105811,RADG,105811,UNITED HDHP,HDHP,UNITED,InsurancePlan
ACR:105816,ACR,105816,COMMERCIAL PPO,PPO,COMMERCIAL,InsurancePlan
PXP:105817,PXP,105817,UNITED EPO,EPO,UNITED,InsurancePlan
TRI:105818,TRI,105818,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
TRI:105821,TRI,105821,AETNA HMO,HMO,AETNA,InsurancePlan
NRAA:105827,NRAA,105827,AMBETTER TPA,TPA,AMBETTER,InsurancePlan
CRC:105833,CRC,105833,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADI2:105841,RADI2,105841,BCBS COMM,COMM,BCBS,InsurancePlan
TRI:105844,TRI,105844,UNITED TPA,TPA,UNITED,InsurancePlan
RADK:105851,RADK,105851,TRICARE EPO,EPO,TRICARE,InsurancePlan
RADI:105859,RADI,105859,AETNA HMO,HMO,AETNA,InsurancePlan
GSIA:105868,GSIA,105868,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
RADQ:105877,RADQ,105877,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADN:105878,RADN,105878,UNITED COMM,COMM,UNITED,InsurancePlan
RASFA:105886,RASFA,105886,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
ESR:105887,ESR,105887,AMBETTER MCDASSIGN,MCDASSIGN,AMBETTER,InsurancePlan
WRAD:105891,WRAD,105891,CIGNA EPO,EPO,CIGNA,InsurancePlan
SMED:105897,SMED,105897,WELLCARE PPO,PPO,WELLCARE,InsurancePlan
RADA:105898,RADA,105898,MEDICAID HMO,HMO,MEDICAID,InsurancePlan
RADB:105902,RADB,105902,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADY:105903,RADY,105903,BCBS PPO,PPO,BCBS,InsurancePlan
SAPA:105905,SAPA,105905,BCBS PPO,PPO,BCBS,InsurancePlan
RADQ:105912,RADQ,105912,TRICARE POS,POS,TRICARE,InsurancePlan
WRAD:105917,WRAD,105917,CIGNA TPA,TPA,CIGNA,InsurancePlan
CIRPA:105926,CIRPA,105926,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
NRA:105930,NRA,105930,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
IAI:105935,IAI,105935,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADT:105936,RADT,105936,HUMANA HDHP,HDHP,HUMANA,InsurancePlan
RADZ:105942,RADZ,105942,MEDICAID PPO,PPO,MEDICAID,InsurancePlan
RADJ:105945,RADJ,105945,AETNA HMO,HMO,AETNA,InsurancePlan
RADE:105951,RADE,105951,COMMERCIAL TPA,TPA,COMMERCIAL,InsurancePlan
IAI:105956,IAI,105956,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
IAI:105961,IAI,105961,AETNA COMM,COMM,AETNA,InsurancePlan
CIRPA:105966,CIRPA,105966,BCBS TPA,TPA,BCBS,InsurancePlan
NRAA:105971,NRAA,105971,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADU:105978,RADU,105978,BCBS EPO,EPO,BCBS,InsurancePlan
RADU:105984,RADU,105984,COMMERCIAL HDHP,HDHP,COMMERCIAL,InsurancePlan
RADF:105990,RADF,105990,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADP:105992,RADP,105992,UNITED COMM,COMM,UNITED,InsurancePlan
ESR:106001,ESR,106001,CIGNA COMM,COMM,CIGNA,InsurancePlan
RADI:106004,RADI,106004,TRICARE HDHP,HDHP,TRICARE,InsurancePlan
RADN:106011,RADN,106011,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADI2:106013,RADI2,106013,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
RADF:106020,RADF,106020,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
TRI:106025,TRI,106025,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RASFA:106031,RASFA,106031,UNITED HMO,HMO,UNITED,InsurancePlan
RADJ:106037,RADJ,106037,UNITED HDHP,HDHP,UNITED,InsurancePlan
RADJ:106042,RADJ,106042,MEDICAID POS,POS,MEDICAID,InsurancePlan
PXP:106044,PXP,106044,UNITED TPA,TPA,UNITED,InsurancePlan
RADC:106046,RADC,106046,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADC:106055,RADC,106055,AETNA HDHP,HDHP,AETNA,InsurancePlan
IAI:106062,IAI,106062,BCBS HDHP,HDHP,BCBS,InsurancePlan
ACR:106070,ACR,106070,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADM:106079,RADM,106079,CIGNA POS,POS,CIGNA,InsurancePlan
SMED:106084,SMED,106084,UNITED EPO,EPO,UNITED,InsurancePlan
RADY:106085,RADY,106085,BCBS EPO,EPO,BCBS,InsurancePlan
SMED:106089,SMED,106089,UNITED HDHP,HDHP,UNITED,InsurancePlan
RADR:106092,RADR,106092,HUMANA HMO,HMO,HUMANA,InsurancePlan
SMED:106099,SMED,106099,MEDICAID PPO,PPO,MEDICAID,InsurancePlan
NRA:106103,NRA,106103,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
CRC:106105,CRC,106105,WELLCARE COMM,COMM,WELLCARE,InsurancePlan
RADU:106110,RADU,106110,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
SAPA:106111,SAPA,106111,MEDICARE POS,POS,MEDICARE,InsurancePlan
TRI:106120,TRI,106120,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADX:106126,RADX,106126,UNITED COMM,COMM,UNITED,InsurancePlan
RADJ:106132,RADJ,106132,BCBS EPO,EPO,BCBS,InsurancePlan
RADU:106136,RADU,106136,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADT:106140,RADT,106140,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
PMR:106146,PMR,106146,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
RADA:106153,RADA,106153,AETNA TPA,TPA,AETNA,InsurancePlan
RADY:106160,RADY,106160,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
RADP:106161,RADP,106161,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
RADE:106165,RADE,106165,AETNA COMM,COMM,AETNA,InsurancePlan
PXP:106170,PXP,106170,UNITED HDHP,HDHP,UNITED,InsurancePlan
ACR:106172,ACR,106172,BCBS HMO,HMO,BCBS,InsurancePlan
RADL:106178,RADL,106178,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
RADQ:106182,RADQ,106182,AETNA HMO,HMO,AETNA,InsurancePlan
ESR:106189,ESR,106189,CIGNA TPA,TPA,CIGNA,InsurancePlan
NRA:106190,NRA,106190,OSCAR EPO,EPO,OSCAR,InsurancePlan
RADZ:106196,RADZ,106196,COMMERCIAL HMO,HMO,COMMERCIAL,InsurancePlan
CIRPA:106198,CIRPA,106198,WELLCARE PPO,PPO,WELLCARE,InsurancePlan
SMED:106204,SMED,106204,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADY:106213,RADY,106213,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADA:106218,RADA,106218,AETNA PPO,PPO,AETNA,InsurancePlan
RADG:106220,RADG,106220,TRICARE COMM,COMM,TRICARE,InsurancePlan
RADG:106226,RADG,106226,BCBS TPA,TPA,BCBS,InsurancePlan
